time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
4.379999999999995,-15.9329229309,20.2489285613,22.1328306502,0.314941988175,0.401232785888,0.0,-10.2842025933,6.22032644264,2.48155328488,-0.0433151495065,0.0460934949271,0.0,474.5162066497035,474.932117399178,476.59068594729814,473.65332942212774
4.439999999999993,-16.5598608638,20.6263088808,22.2803660924,0.312398650802,0.41821393425,0.0,-10.6149401372,6.35767158458,2.4338751792,-0.047363049735,0.00357379883689,0.0,482.8486967420018,479.62967789897095,480.0219157384223,479.7135675629825
4.499999999999992,-17.2059493406,21.0110557785,22.4226553287,0.312675072746,0.419433583563,0.0,-10.9221486533,6.46671586963,2.30839243447,-0.0679444136918,0.0134221983166,0.0,457.2535937493276,458.0376479016965,459.73994800420434,458.10387828878504
4.559999999999991,-17.86955438,21.4014862518,22.5549571491,0.311663809358,0.420655946132,0.0,-11.19916235,6.54721463644,2.1015520429,-0.0883617707635,0.00504698397619,0.0,430.67444035400916,429.9650952694841,431.15622790318696,429.4225150371395
4.6199999999999894,-18.5521324861,21.7981163825,22.6793306339,0.312402657019,0.420967643943,0.0,-11.554090107,6.67315647038,2.04298281074,-0.116512482689,0.00542985677866,0.0,482.95404453475857,482.98283646780936,484.61134981212473,482.4826323204963
4.679999999999988,-19.25622159,22.2021934605,22.8000893617,0.306369537717,0.424243653711,0.0,-11.9164878356,6.79481142474,1.98110497652,-0.128500167219,0.0230836686197,0.0,484.1048239520016,485.4316863950334,485.43428477022536,484.5218253973889
4.739999999999987,-19.981294281,22.6126754951,22.9148708997,0.300731810054,0.426470444056,0.0,-12.2538175307,6.88692414544,1.84428376013,-0.113885924983,0.0117617239508,0.0,462.20435343075997,461.3108351223634,461.62091249497536,462.7598813036557
4.799999999999986,-20.727474714,23.0288826663,23.0225903917,0.295410588404,0.431078454073,0.0,-12.6200469971,6.98546283268,1.74507571572,-0.101563548969,-0.011111179365,0.0,477.32451458518494,475.57513984243525,476.60610273577396,477.5375468482451
4.859999999999984,-21.49398283,23.4495790451,23.1201775655,0.290216950532,0.434287076331,0.0,-12.9318714819,7.03705224541,1.50761582959,-0.113226662539,-0.0339092771942,0.0,431.01050297546266,429.0786313248632,431.07479404764445,430.0775809725445
4.919999999999983,-22.2793764787,23.8731298646,23.2031387766,0.285214164135,0.43637556424,0.0,-13.249695899,7.08068994381,1.25768567321,-0.129135910824,-0.0128337209444,0.0,425.50237535386344,427.3033017281824,426.36210111811926,424.98681291302006
4.979999999999982,-23.0869800127,24.3008339349,23.2767872132,0.279562369935,0.437748593591,0.0,-13.671677238,7.17487528436,1.19582678684,-0.11443058276,0.00204754453196,0.0,492.33294833006266,493.4332120628623,491.83723295160974,492.9131283037466
5.0399999999999805,-23.9190738882,24.7333003717,23.3441898796,0.27302439145,0.437859497163,0.0,-14.0664537362,7.23967672127,1.05016976377,-0.122017616149,0.00077051846875,0.0,468.1794180284917,468.07997828139327,467.39208910230326,466.7886621725897
5.099999999999979,-24.7752309715,25.1694670115,23.4027554467,0.265730481986,0.437939275223,0.0,-14.4739369206,7.29816861684,0.90122710354,-0.121050550112,-0.00276723684114,0.0,468.60071895721285,468.32554245140506,468.0366287731092,468.0993523799002
5.159999999999978,-25.6548765566,25.6081853499,23.4494522373,0.258959992425,0.441447991119,0.0,-14.8497651232,7.3249507772,0.654698918379,-0.130032561436,-0.0250007785445,0.0,436.51757946289416,434.65761596900063,436.3347958759621,435.56969851726933
5.219999999999977,-26.5585857387,26.0489209178,23.4834086757,0.253314487623,0.441293578107,0.0,-15.2760073437,7.36537109568,0.47635635903,-0.115102173043,-0.013436986256,0.0,461.9802327231405,462.8914682198723,460.00691166662995,461.17450543614257
5.279999999999975,-27.4883615415,26.4919498363,23.5065962272,0.25321070617,0.440821606113,0.0,-15.7186176336,7.4017042712,0.29542304887,-0.0877069914445,-0.0210829305235,0.0,463.2426292630016,462.6408928088892,461.70621403815693,463.8539388359063
5.339999999999974,-28.4441618503,26.9365257597,23.5167030433,0.248685772639,0.439707402019,0.0,-16.1440857608,7.41688715772,0.0410191740509,-0.0794238732832,-0.0267026120565,0.0,439.1689349666448,438.70233588866574,439.2139324613809,439.89462327037677
5.399999999999973,-29.4254180609,27.3815577631,23.5101312276,0.244065480289,0.452011516618,0.0,-16.5668726542,7.41657453019,-0.262063040542,-0.0849669632768,0.0129653538741,0.0,422.9255043134721,426.3297685193114,423.21609362868287,422.7328224468623
5.4599999999999715,-30.433056706,27.8266399016,23.4860035079,0.240427446311,0.452989684616,0.0,-17.0240612859,7.41886605824,-0.543130451817,-0.0728768958095,0.0168120770253,0.0,436.24379343787905,436.5648979218745,435.54627467990747,436.55121634134196
5.51999999999997,-31.4698812632,28.2722837419,23.4470721012,0.236216178887,0.456732228872,0.0,-17.5395634507,7.43497361625,-0.756654964634,-0.0786383426197,-0.00254000798001,0.0,463.42944654442294,461.90517663684017,464.1512809435819,463.694614282956
5.579999999999969,-32.5387056285,28.7189325129,23.3958723857,0.231713194142,0.456790981551,0.0,-18.0910266166,7.4524174303,-0.951821252398,-0.0850617759902,0.00143483031249,0.0,474.4309380003384,474.7361583241162,473.7474686418108,473.24831197248665
5.639999999999968,-33.6417937797,29.1666846717,23.3336074601,0.227274390066,0.463571584739,0.0,-18.6815430663,7.47140997777,-1.12697574607,-0.0772495429819,0.0286035086533,0.0,485.2053191944194,487.2413403457256,485.21131201737234,485.79276007700923
5.699999999999966,-34.7773742589,29.6137410135,23.2532490771,0.228824225724,0.465291187781,0.0,-19.1751888717,7.43009588476,-1.55268270149,-0.105719451497,0.0260441891917,0.0,402.9466930929541,402.7154374496385,403.3826837292982,400.79516156046367
5.759999999999965,-35.9457366103,30.0592845339,23.1516184416,0.22894257308,0.467098330419,0.0,-19.7740615455,7.42064063561,-1.8374038623,-0.134791742387,0.0303919748079,0.0,457.86191403462675,458.2079749366241,460.01871510046095,457.6984344295529
